App,Shortcut,Name,Tags,Pinned,description,subcategory
macOS,Option-Command-D,Show/Hide Dock,macos dock,0,Show or hide the Dock.,Finder & System
macOS,Control-Command-T,Add Item to Sidebar,finder sidebar,0,Add the selected item to the sidebar (OS X Mavericks or later).,Finder & System
macOS,Option-Command-P,Hide/Show Path Bar (Finder),finder display,0,Hide or show the path bar in Finder windows.,Finder & System
macOS,Option-Command-S,Hide/Show Sidebar (Finder),finder display,0,Hide or show the Sidebar in Finder windows.,Finder & System
macOS,Hide/Show Status Bar (Finder),Command–Slash (/),finder display,0,Hide or show the status bar in Finder windows.,Finder & System
macOS,Command-J,Show View Options,finder display,0,Show View Options.,Finder & System
macOS,Command-K,Open Connect to Server Window,finder network,0,Open the Connect to Server window.,Finder & System
macOS,Control-Command-A,Make Alias of Selected Item,finder alias,0,Make an alias of the selected item.,Finder & System
macOS,Command-N,Open New Finder Window,finder window-management,0,Open a new Finder window.,Finder & System
macOS,Option-Command-N,Create New Smart Folder,finder folder-management,0,Create a new Smart Folder.,Finder & System
macOS,Command-T,Show/Hide Tab Bar (Single Tab),finder display,0,Show or hide the tab bar when a single tab is open in the current Finder window.,Finder & System
macOS,Option-Command-T,Show/Hide Toolbar (Single Tab),finder display,0,Show or hide the toolbar when a single tab is open in the current Finder window.,Finder & System
macOS,Option-Command-V,Move Files from Clipboard,finder clipboard,0,Move the files in the Clipboard from their original location to the current location.,Finder & System
macOS,Command-Y,Quick Look Selected Files,finder quick-look preview,0,Use Quick Look to preview the selected files.,Finder & System
macOS,Option-Command-Y,Quick Look Slideshow,finder quick-look slideshow,0,View a Quick Look slideshow of the selected files.,Finder & System
macOS,Command-1,View as Icons,finder view,0,View the items in the Finder window as icons.,Finder & System
macOS,Command-2,View as List,finder view,0,View the items in a Finder window as a list.,Finder & System
macOS,Command-3,View as Columns,finder view,0,View the items in a Finder window in columns.,Finder & System
macOS,Command-4,View as Gallery,finder view,0,View the items in a Finder window in a gallery.,Finder & System
macOS,Go to Previous Folder,Command–Left Bracket ([),finder navigation,0,Go to the previous folder.,Finder & System
macOS,Go to Next Folder,Command–Right Bracket (]),finder navigation,0,Go to the next folder.,Finder & System
macOS,Open Parent Folder,Command–Up Arrow,finder navigation,0,Open the folder that contains the current folder.,Finder & System
macOS,Open Parent Folder in New Window,Control–Command–Up Arrow,finder navigation,0,Open the folder that contains the current folder in a new window.,Finder & System
macOS,Open Selected Item,Command–Down Arrow,finder file-management,0,Open the selected item.,Finder & System
macOS,Right Arrow,Open Selected Folder (List View),finder navigation,0,Open the selected folder. This works only when in list view.,Finder & System
macOS,Left Arrow,Close Selected Folder (List View),finder navigation,0,Close the selected folder. This works only when in list view.,Finder & System
macOS,Command-Delete,Move Selected Item to Trash,finder trash,0,Move the selected item to the Trash.,Finder & System
macOS,Shift-Command-Delete,Empty Trash,finder trash,0,Empty the Trash.,Finder & System
macOS,Option-Shift-Command-Delete,Empty Trash (No Confirmation),finder trash,0,Empty the Trash without confirmation dialog.,Finder & System
macOS,Toggle Video Mirroring,Command–Brightness Down,macos display,0,Turn video mirroring on or off when your Mac is connected to more than one display.,Finder & System
macOS,Open Displays Settings,Option–Brightness Up,macos display settings,0,Open Displays settings. This works with either Brightness key.,Finder & System
macOS,Open Mission Control Settings,Option–Mission Control,macos mission-control settings,0,Open Mission Control settings.,Finder & System
macOS,Command–Mission Control or Fn-H or Fn-F11,Show Desktop,macos desktop,0,Show the desktop.,Finder & System
macOS,Open Mission Control,Control–Up Arrow,macos mission-control,0,Open Mission Control.,Finder & System
macOS,Show All Windows of Front App,Control–Down Arrow,macos window-management,0,Show all windows of the front app.,Finder & System
macOS,Open Sound Settings,Option–Volume Up,macos audio settings,0,Open Sound settings. This works with any of the volume keys.,Finder & System
macOS,Adjust Sound Volume (Smaller Steps),Option–Shift–Volume Up or Option–Shift–Volume Down,macos audio,0,Adjust the sound volume in smaller steps.,Finder & System
macOS,Open Keyboard Settings,Option–Keyboard Brightness Up,macos keyboard settings,0,Open Keyboard settings. This works with either Keyboard Brightness key.,Finder & System
macOS,Adjust Keyboard Brightness (Smaller Steps),Option–Shift–Keyboard Brightness Up or Option–Shift–Keyboard Brightness Down,macos keyboard,0,Adjust the keyboard brightness in smaller steps.,Finder & System
macOS,Command key while double-clicking,Open Folder in New Tab/Window,finder file-management,0,Open a folder in a separate tab or window.,Finder & System
macOS,Option key while dragging,Copy Dragged Item,finder file-management,0,Copy the dragged item. The pointer changes while you drag the item.,Finder & System
macOS,Option-Command while dragging,Make Alias of Dragged Item,finder file-management,0,Make an alias of the dragged item. The pointer changes while you drag the item.,Finder & System
macOS,Option-click a disclosure triangle,Open All Folders Within Selected Folder,finder navigation,0,Open all folders within the selected folder. This works only when in list view.,Finder & System
macOS,Command-click a window title,See Parent Folders (Window Title),finder navigation,0,See the folders that contain the current folder.,Finder & System
macOS,Command or Shift while selecting an item,Select Multiple Items,finder selection,0,Select multiple items in the Finder.,Finder & System
macOS,Fn-C,Show/Hide Control Center,macos control-center,0,Show or hide Control Center.,Finder & System
macOS,Fn-D,Start/Stop Dictation,macos dictation,0,Start or stop dictation. You may be able to set a different dictation shortcut in Keyboard settings.,Finder & System
macOS,Fn-N,Show/Hide Notification Center,macos notifications,0,Show or hide Notification Center.,Finder & System
macOS,Fn-Shift-A,Show/Hide Launchpad,macos launchpad,0,Show or hide Launchpad.,Finder & System
macOS,Fn-Fn,Open Character Viewer (Fn-Fn),macos text-work symbols,0,Open the Character Viewer.,Finder & System
macOS,Command + Command (press twice),Open/Close Type to Siri,macos siri,0,Open or close Type to Siri.,Finder & System
macOS,Command-K,Add Web Link,macos text-editing,0,Add a web link.,Text-editing
macOS,Command-T,Show/Hide Fonts Window,macos text-editing,0,Show or hide the Fonts window.,Text-editing
macOS,Command-D,Select Desktop Folder (Open/Save Dialog),macos text-editing,0,Select the Desktop folder from within an Open dialog or Save dialog.,Text-editing
macOS,Control-Command-D,Show/Hide Word Definition,macos text-editing,0,Show or hide the definition of the selected word.,Text-editing
macOS,Shift-Command-Colon (:),Show Spelling and Grammar Window,macos text-editing,0,Show the Spelling and Grammar window.,Text-editing
macOS,Command-Semicolon (;),Find Misspelled Words,macos text-editing,0,Find misspelled words in the document.,Text-editing
macOS,Option-Delete,Delete Word to Left,macos text-editing,0,Delete the word to the left of the insertion point.,Text-editing
macOS,Control-H,Delete Character to Left,macos text-editing,0,Delete the character to the left of the insertion point.,Text-editing
macOS,Control-D,Delete Character to Right,macos text-editing,0,Delete the character to the right of the insertion point.,Text-editing
macOS,Fn-Delete,Forward Delete,macos text-editing,0,Forward delete on keyboards that don't have a Forward Delete key.,Text-editing
macOS,Control-K,Delete to End of Line/Paragraph,macos text-editing,0,Delete the text between the insertion point and the end of the line or paragraph.,Text-editing
macOS,Scroll Up One Page,Fn–Up Arrow,macos text-editing,0,Scroll up one page.,Text-editing
macOS,Scroll Down One Page,Fn–Down Arrow,macos text-editing,0,Scroll down one page.,Text-editing
macOS,Scroll to Beginning of Document,Fn–Left Arrow,macos text-editing,0,Scroll to the beginning of a document.,Text-editing
macOS,Scroll to End of Document,Fn–Right Arrow,macos text-editing,0,Scroll to the end of a document.,Text-editing
macOS,Move Insertion Point to Document Beginning,Command–Up Arrow,macos text-editing,0,Move the insertion point to the beginning of the document.,Text-editing
macOS,Move Insertion Point to Document End,Command–Down Arrow,macos text-editing,0,Move the insertion point to the end of the document.,Text-editing
macOS,Move Insertion Point to Line Beginning,Command–Left Arrow,macos text-editing,0,Move the insertion point to the beginning of the current line.,Text-editing
macOS,Move Insertion Point to Line End,Command–Right Arrow,macos text-editing,0,Move the insertion point to the end of the current line.,Text-editing
macOS,Move Insertion Point to Previous Word Beginning,Option–Left Arrow,macos text-editing,0,Move the insertion point to the beginning of the previous word.,Text-editing
macOS,Move Insertion Point to Next Word End,Option–Right Arrow,macos text-editing,0,Move the insertion point to the end of the next word.,Text-editing
macOS,Select Text to Document Beginning,Shift–Command–Up Arrow,macos text-editing,0,Select the text between the insertion point and the beginning of the document.,Text-editing
macOS,Select Text to Document End,Shift–Command–Down Arrow,macos text-editing,0,Select the text between the insertion point and the end of the document.,Text-editing
macOS,Select Text to Line Beginning,Shift–Command–Left Arrow,macos text-editing,0,Select the text between the insertion point and the beginning of the current line.,Text-editing
macOS,Select Text to Line End,Shift–Command–Right Arrow,macos text-editing,0,Select the text between the insertion point and the end of the current line.,Text-editing
macOS,Extend Selection Up One Line,Shift–Up Arrow,macos text-editing,0,Extend text selection to the nearest character at the same horizontal location on the line above.,Text-editing
macOS,Extend Selection Down One Line,Shift–Down Arrow,macos text-editing,0,Extend text selection to the nearest character at the same horizontal location on the line below.,Text-editing
macOS,Extend Selection Left One Character,Shift–Left Arrow,macos text-editing,0,Extend text selection one character to the left.,Text-editing
macOS,Extend Selection Right One Character,Shift–Right Arrow,macos text-editing,0,Extend text selection one character to the right.,Text-editing
macOS,Control-A,Move to Line/Paragraph Beginning,macos text-editing,0,Move to the beginning of the line or paragraph.,Text-editing
macOS,Control-E,Move to Line/Paragraph End,macos text-editing,0,Move to the end of a line or paragraph.,Text-editing
macOS,Control-F,Move One Character Forward,macos text-editing,0,Move one character forward.,Text-editing
macOS,Control-B,Move One Character Backward,macos text-editing,0,Move one character backward.,Text-editing
macOS,Control-L,Center Cursor/Selection,macos text-editing,0,Center the cursor or selection in the visible area.,Text-editing
macOS,Control-P,Move Up One Line,macos text-editing,0,Move up one line.,Text-editing
macOS,Control-N,Move Down One Line,macos text-editing,0,Move down one line.,Text-editing
macOS,Control-O,Insert New Line After Insertion Point,macos text-editing,0,Insert a new line after the insertion point.,Text-editing
macOS,Control-T,Swap Characters,macos text-editing,0,Swap the character behind the insertion point with the character in front of the insertion point.,Text-editing
macOS,Left Align Text,Command–Left Curly Bracket ({),macos text-editing,0,Left align.,Text-editing
macOS,Right Align Text,Command–Right Curly Bracket (}),macos text-editing,0,Right align.,Text-editing
macOS,Center Align Text,Shift–Command–Vertical bar (|),macos text-editing,0,Center align.,Text-editing
macOS,Option-Command-F,Go to Search Field,macos text-editing,0,Go to the search field.,Text-editing
macOS,Option-Command-T,Show/Hide Toolbar (App),macos app-interface,0,Show or hide a toolbar in the app.,Text-editing
macOS,Option-Command-C,Copy Style,macos text-editing,0,Copy Style: Copy the formatting settings of the selected item to the Clipboard.,Text-editing
macOS,Option-Command-V,Paste Style,macos text-editing,0,Paste Style: Apply the copied style to the selected item.,Text-editing
macOS,Option-Shift-Command-V,Paste and Match Style,macos text-editing,0,Paste and Match Style: Apply the style of the surrounding content to the item pasted within that content.,Text-editing
macOS,Option-Command-I,Show/Hide Inspector Window,macos app-interface,0,Show or hide the inspector window.,Text-editing
macOS,Shift-Command-P,Page Setup,macos printing,0,Page setup: Show a window for selecting document settings.,Text-editing
macOS,Shift–Command–Minus sign (-),Decrease Selected Item Size,macos text-editing,0,Decrease the size of the selected item.,Text-editing
macOS,Shift–Command–Plus sign (+),Increase Selected Item Size,macos text-editing,0,Increase the size of the selected item. Command–Equal sign (=) performs the same function.,Text-editing
macOS,Open Help Menu,Shift–Command–Question mark (?),macos help,0,Open the Help menu.,Text-editing
macOS,Control-Option-Command-8,Invert Colors,macos accessibility vision,0,Invert colors.,Accessibility - Vision
macOS,Control-Option-Command-Period (. ),Increase Contrast,macos accessibility vision,0,Increase contrast.,Accessibility - Vision
macOS,Control-F2 or Fn-Control-F2,Move Focus to Menu Bar,macos accessibility keyboard-focus,0,Move focus to the menu bar.,Accessibility - Keyboard Focus
macOS,Control-F3 or Fn-Control-F3,Move Focus to Dock,macos accessibility keyboard-focus,0,Move focus to the Dock.,Accessibility - Keyboard Focus
macOS,Control-F4 or Fn-Control-F4,Move Focus to Active/Next Window,macos accessibility keyboard-focus,0,Move focus to the active window or next window.,Accessibility - Keyboard Focus
macOS,Control-F5 or Fn-Control-F5,Move Focus to Window Toolbar,macos accessibility keyboard-focus,0,Move focus to the window toolbar.,Accessibility - Keyboard Focus
macOS,Control-F6 or Fn-Control-F6,Move Focus to Floating Window,macos accessibility keyboard-focus,0,Move focus to the floating window.,Accessibility - Keyboard Focus
macOS,Control-Shift-F6,Move Focus to Previous Panel,macos accessibility keyboard-focus,0,Move focus to the previous panel.,Accessibility - Keyboard Focus
macOS,Control-F8 or Fn-Control-F8,Move Focus to Status Menu,macos accessibility keyboard-focus,0,Move focus to the status menu in the menu bar.,Accessibility - Keyboard Focus
macOS,Activate Next Open Window (Front App),Command–Grave accent (`),macos accessibility keyboard-focus,0,Activate the next open window in the front app.,Accessibility - Keyboard Focus
macOS,Activate Previous Open Window (Front App),Shift–Command–Grave accent (`),macos accessibility keyboard-focus,0,Activate the previous open window in the front app.,Accessibility - Keyboard Focus
macOS,Move Focus to Window Drawer,Option–Command–Grave accent (`),macos accessibility keyboard-focus,0,Move the focus to the window drawer.,Accessibility - Keyboard Focus
macOS,Tab,Move to Next Control,macos accessibility keyboard-focus,0,Move to next control.,Accessibility - Keyboard Focus
macOS,Shift-Tab,Move to Previous Control,macos accessibility keyboard-focus,0,Move to previous control.,Accessibility - Keyboard Focus
macOS,Control-Tab,Move to Next Control (Text Field Selected),macos accessibility keyboard-focus,0,Move to the next control when a text field is selected.,Accessibility - Keyboard Focus
macOS,Control-Shift-Tab,Move to Previous Grouping of Controls,macos accessibility keyboard-focus,0,Move to the previous grouping of controls.,Accessibility - Keyboard Focus
macOS,Move to Control Adjacent to Text Field,Control–Arrow keys,macos accessibility keyboard-focus,0,Move to a control adjacent to the text field.,Accessibility - Keyboard Focus
Find My,Command-1,Switch to People List,macos find-my sidebar,0,Switch to the People list,Find My - Sidebar
Find My,Command-2,Switch to Devices List,macos find-my sidebar,0,Switch to the Devices list,Find My - Sidebar
Find My,Command-3,Switch to Items List,macos find-my sidebar,0,Switch to the Items list,Find My - Sidebar
Find My,Rotate Map,Click and hold the compass while you drag,macos find-my map,0,Rotate the map,Find My - Map
Find My,Double-click the map or Command-Plus Sign (+),Zoom In (Map),macos find-my map,0,Zoom in,Find My - Map
Find My,Command-Minus Sign (-),Zoom Out (Map),macos find-my map,0,Zoom out,Find My - Map
Find My,Shift-Command-L,Share My Location,macos find-my general,0,Share My Location,Find My - General
Find My,Command-H,Hide Find My,macos find-my general,0,Hide Find My,Find My - General
Find My,Option-Command-H,Hide Everything Except Find My,macos find-my general,0,Hide everything except Find My,Find My - General
Find My,Command-Q,Quit Find My,macos find-my general,0,Quit Find My,Find My - General
Find My,Command-W,Close Find My Window,macos find-my general,0,Close the Find My window,Find My - General
Find My,Command-M,Minimize Window,macos find-my general,0,Minimize a window,Find My - General
Find My,Control-Command-F,Enter or Exit Full-screen View,macos find-my general,0,Enter or exit full-screen view,Find My - General
Calendar,Command-T,Go to Today's Date,macos calendar navigation,0,Go to today’s date,Calendar - Navigation
Calendar,Shift-Command-T,Go to Specific Date,macos calendar navigation,0,Go to a specific date,Calendar - Navigation
Calendar,Command-1,Switch to Day View,macos calendar view,0,Switch to Day view,Calendar - View
Calendar,Command-2,Switch to Week View,macos calendar view,0,Switch to Week view,Calendar - View
Calendar,Command-3,Switch to Month View,macos calendar view,0,Switch to Month view,Calendar - View
Calendar,Command-4,Switch to Year View,macos calendar view,0,Switch to Year view,Calendar - View
Calendar,Control-Command-F,Switch to Full-Screen View,macos calendar view,0,Switch to full-screen view,Calendar - View
Calendar,Escape,Exit Full-Screen View,macos calendar view,0,Exit full-screen view,Calendar - View
Calendar,Command-Plus Sign (+),Make Text Bigger,macos calendar text-size,0,Make text bigger,Calendar - Text Size
Calendar,Command-Minus Sign (–),Make Text Smaller,macos calendar text-size,0,Make text smaller,Calendar - Text Size
Calendar,Command-R,Refresh All Calendars,macos calendar sync,0,Refresh all calendars,Calendar - Calendars
Calendar,Select/Deselect Calendar Checkbox,Space bar (with calendar list open),macos calendar selection,0,Select or deselect the checkbox next to the selected calendar,Calendar - Calendars
Calendar,Command-click any calendar’s checkbox,Select/Deselect All Calendar Checkboxes,macos calendar selection,0,Select or deselect all the checkboxes next to calendars in the Calendar list,Calendar - Calendars
Calendar,Option-Command-click any calendar’s checkbox,Select Calendar and Deselect Others,macos calendar selection,0,Select the checkbox next to the selected calendar and deselect all other checkboxes,Calendar - Calendars
Calendar,Shift-Command-N,Add New Calendar Group,macos calendar organization,0,Add a new calendar group,Calendar - Calendars
Calendar,Option-Command-S,Add New Subscribed Calendar,macos calendar organization,0,Add a new subscribed calendar,Calendar - Calendars
Calendar,Command-N,Add New Event,macos calendar events,0,Add a new event,Calendar - Events
Calendar,Command-E,Edit Selected Event,macos calendar events,0,Edit the selected event,Calendar - Events
Calendar,Option-Command-I,Edit Selected Event in Inspector,macos calendar events,0,Edit the selected event in the inspector window,Calendar - Events
Calendar,Go to Next Field (Event Open),Tab (while an event is open),macos calendar navigation,0,Go to the next field,Calendar - Events
Calendar,Shift-Tab (while an event is open),Go to Previous Field (Event Open),macos calendar navigation,0,Go to the previous field,Calendar - Events
Calendar,Close Event Editor,Return or Escape (while an event is open),macos calendar events,0,Close the event editor,Calendar - Events
Calendar,Tab,Select Next Event,macos calendar events,0,Select the next event,Calendar - Events
Calendar,Shift-Tab,Select Previous Event,macos calendar events,0,Select the previous event,Calendar - Events
Calendar,Select Next or Previous Event,Arrow keys,macos calendar events,0,Select the next or previous event,Calendar - Events
Calendar,Command-F,Search for Events,macos calendar search,0,Search for events,Calendar - Events
Calendar,Control-Option–Up Arrow,Move Event 15 Minutes Earlier (Day/Week View),macos calendar events,0,Move the selected event 15 minutes earlier (in Day or Week view),Calendar - Events
Calendar,Control-Option–Up Arrow,Move Event One Week Earlier (Month View),macos calendar events,0,Move the selected event one week earlier (in Month view),Calendar - Events
Calendar,Control-Option–Down Arrow,Move Event 15 Minutes Later (Day/Week View),macos calendar events,0,Move the selected event 15 minutes later (in Day or Week view),Calendar - Events
Calendar,Control-Option–Down Arrow,Move Event One Week Later (Month View),macos calendar events,0,Move the selected event one week later (in Month view),Calendar - Events
Calendar,Control-Option–Right Arrow,Move Event One Day Later (Week/Month View),macos calendar events,0,Move the selected event one day later (in Week or Month view),Calendar - Events
Calendar,Control-Option–Left Arrow,Move Event One Day Earlier (Week/Month View),macos calendar events,0,Move the selected event one day earlier (in Week or Month view),Calendar - Events
Calendar,Command-I,Show Information for Calendar/Event,macos calendar information,0,Show information for a calendar or event,Calendar - Events
Calendar,Command-P,Print Selected Events/Time Range,macos calendar printing,0,Print the selected events or events in a time range,Calendar - Events
Calendar,Shift-Command-A,Show/Hide Availability Panel,macos calendar events,0,Show or hide the Availability panel,Calendar - Events
Calendar,Command-comma,Open Calendar Settings,macos calendar settings,0,Open Calendar settings,Calendar - Settings
App Store,Command-1,Display Discover Apps,macos app-store navigation,0,Display Discover apps,App Store
App Store,Command-2,Display Arcade Apps,macos app-store navigation,0,Display Arcade apps,App Store
App Store,Command-3,Display Create Apps,macos app-store navigation,0,Display Create apps,App Store
App Store,Command-4,Display Work Apps,macos app-store navigation,0,Display Work apps,App Store
App Store,Command-5,Display Play Apps,macos app-store navigation,0,Display Play apps,App Store
App Store,Command-6,Display Develop Apps,macos app-store navigation,0,Display Develop apps,App Store
App Store,Command-7,Display Categories Apps,macos app-store navigation,0,Display Categories apps,App Store
App Store,Command-8,Display Updates,macos app-store navigation,0,Display Updates,App Store
App Store,Command-F,Search for an App,macos app-store search,0,Search for an app,App Store
App Store,Command-R,Refresh Current Page,macos app-store refresh,0,Refresh the current page,App Store
App Store,Command-Left bracket ([),Go to Previous Page,macos app-store navigation,0,Go to the previous page,App Store
Keynote,Fn-D,Start Dictation,apple productivity dictation,0,Start dictation,Keynote - General
Keynote,Command-N,Open Theme Chooser,apple productivity presentation,0,Open the theme chooser,Keynote - General
Keynote,Option-Command-N,Open Theme Chooser & Show Language Pop-up,apple productivity presentation,0,Open the theme chooser and show the Language pop-up menu,Keynote - General
Keynote,Esc,Close Theme Chooser,apple productivity presentation,0,Close the theme chooser,Keynote - General
Keynote,Command-O,Open Existing Presentation,apple productivity file-management,0,Open an existing presentation,Keynote - General
Keynote,Command-S,Save Presentation,apple productivity file-management,0,Save a presentation,Keynote - General
Keynote,Option-Shift-Command-S,Save As,apple productivity file-management,0,Save as,Keynote - General
Keynote,Shift-Command-S,Duplicate Presentation,apple productivity file-management,0,Duplicate a presentation,Keynote - General
Keynote,Command-P,Print Presentation,apple productivity printing,0,Print a presentation,Keynote - General
Keynote,Shift-Command-Question Mark (?),Open Keynote User Guide,apple productivity help,0,Open the Keynote User Guide,Keynote - General
Keynote,Option-Command-W,Close All Windows,apple productivity window-management,0,Close all windows,Keynote - General
Keynote,Option-Command-M,Minimize All Windows,apple productivity window-management,0,Minimize all windows,Keynote - General
Keynote,Control-Command-F,Enter Full-screen View,apple productivity view,0,Enter full-screen view,Keynote - General
Keynote,Option-Shift-Command-0,Zoom to Fit Content,apple productivity zoom,0,Zoom to fit content (including objects on the extended canvas) in the window,Keynote - General
Keynote,Option-Command-0,Fit Slide in Window,apple productivity zoom,0,Fit slide in the window,Keynote - General
Keynote,Command-0,Return to Actual Size,apple productivity zoom,0,Return to actual size,Keynote - General
Keynote,Command-R,Show Presentation Rulers,apple productivity display,0,Show the presentation rulers,Keynote - General
Keynote,Shift-Command-V,Choose File to Insert,apple productivity file-management,0,Choose a file to insert,Keynote - General
Keynote,Shift-Command-C,Show Colors Window,apple productivity interface,0,Show the Colors window,Keynote - General
Keynote,Option-Command-T,Hide or Show Toolbar,apple productivity interface,0,Hide or show the toolbar,Keynote - General
Keynote,Command-drag,Rearrange Item in Toolbar,apple productivity interface,0,Rearrange an item in the toolbar,Keynote - General
Keynote,Command-drag away from the toolbar,Remove Item from Toolbar,apple productivity interface,0,Remove an item from the toolbar,Keynote - General
Keynote,Option-Command-I,Hide or Show Inspector Sidebars,apple productivity interface,0,Hide or show inspector sidebars,Keynote - General
Keynote,Shift-Command-L,Hide or Show Object List,apple productivity interface,0,Hide or show the object list,Keynote - General
Keynote,Command-A,Select All Object Types (Object List Filter),apple productivity selection,0,Select all object types in the object list filter menu,Keynote - General
Keynote,Shift-Command-A,Deselect All Object Types (Object List Filter),apple productivity selection,0,Deselect all object types in the object list filter menu,Keynote - General
Keynote,Control-Grave (`),Open Next Tab in Sidebar,apple productivity navigation,0,Open the next tab in the sidebar,Keynote - General
Keynote,Shift-Control-Grave (`),Open Previous Tab in Sidebar,apple productivity navigation,0,Open the previous tab in the sidebar,Keynote - General
Keynote,Shift-Command-E,Enter or Exit Edit Slide Layouts View,apple productivity layout,0,Enter or exit Edit Slide Layouts view,Keynote - General
Keynote,Shift-Command-N,Add New Slide Layout (from Edit View),apple productivity layout,0,Add a new slide layout (from Edit Slide Layouts view),Keynote - General
Keynote,Command-H,Hide Keynote,apple productivity app-management,0,Hide Keynote,Keynote - General
Keynote,Option-Command-H,Hide Other Windows,apple productivity app-management,0,Hide other windows,Keynote - General
Keynote,Command-Z,Undo Last Action,apple productivity undo,0,Undo the last action,Keynote - General
Keynote,Shift-Command-Z,Redo Last Action,apple productivity redo,0,Redo the last action,Keynote - General
Keynote,Command-Q,Quit Keynote,apple productivity app-management,0,Quit Keynote,Keynote - General
Keynote,Option-Command-Q,Quit Keynote & Keep Windows Open,apple productivity app-management,0,Quit Keynote and keep windows open,Keynote - General
Keynote,Left Arrow,Move One Character to Left,apple productivity text-editing,0,Move one character to the left,Keynote - Text Movement
Keynote,Right Arrow,Move One Character to Right,apple productivity text-editing,0,Move one character to the right,Keynote - Text Movement
Keynote,Up Arrow,Move to Line Above,apple productivity text-editing,0,Move to the line above,Keynote - Text Movement
Keynote,Down Arrow,Move to Line Below,apple productivity text-editing,0,Move to the line below,Keynote - Text Movement
Keynote,Option-Left Arrow or Control-Option-B,Move to Beginning of Current/Previous Word,apple productivity text-editing,0,Move to the beginning of the current or previous word,Keynote - Text Movement
Keynote,Option-Right Arrow or Control-Option-F,Move to End of Current/Next Word,apple productivity text-editing,0,Move to the end of the current or next word,Keynote - Text Movement
Keynote,Command-Up Arrow,Move to Beginning of Current Text Area,apple productivity text-editing,0,Move to the beginning of the current text area,Keynote - Text Movement
Keynote,Command-Down Arrow,Move to Bottom of Current Text Area,apple productivity text-editing,0,Move to the bottom of the current text area,Keynote - Text Movement
Keynote,Command-Left Arrow,Move to Beginning of Current Line,apple productivity text-editing,0,Move to the beginning of the current line,Keynote - Text Movement
Keynote,Command-Right Arrow,Move to End of Current Line,apple productivity text-editing,0,Move to the end of the current line,Keynote - Text Movement
Keynote,Option-Up Arrow,Move to Beginning of Current Paragraph,apple productivity text-editing,0,Move to the beginning of the current paragraph,Keynote - Text Movement
Keynote,Option-Down Arrow,Move to End of Current Paragraph,apple productivity text-editing,0,Move to the end of the current paragraph,Keynote - Text Movement
Keynote,Command-E,Find Selected Item in Presentation,apple productivity search,0,Find the selected item in the presentation,Keynote - Text Movement
Keynote,Command-J,Jump to Selection in Presentation,apple productivity navigation,0,Jump to a selection in a presentation,Keynote - Text Movement
Keynote,Home or Fn-Up Arrow,Scroll to Beginning of Slide,apple productivity navigation,0,Scroll to the beginning of the slide,Keynote - Slide Navigation
Keynote,End or Fn-Down Arrow,Scroll to End of Slide,apple productivity navigation,0,Scroll to the end of the slide,Keynote - Slide Navigation
Keynote,Control-L,Center Insertion Point in App Window,apple productivity text-editing,0,Center the insertion point in the app window,Keynote - Text Movement
Keynote,Fn-Down Arrow or Page Down,Move to Next Slide,apple productivity navigation,0,Move to the next slide,Keynote - Slide Navigation
Keynote,Fn-Up Arrow or Page Up,Move to Previous Slide,apple productivity navigation,0,Move to the previous slide,Keynote - Slide Navigation
Keynote,Fn-Left Arrow or Home,Move to First Slide,apple productivity navigation,0,Move to the first slide,Keynote - Slide Navigation
Keynote,Fn-Right Arrow or End,Move to Last Slide,apple productivity navigation,0,Move to the last slide,Keynote - Slide Navigation
Keynote,Control-Command-G,Go to Specific Slide,apple productivity navigation,0,Go to a specific slide,Keynote - Slide Navigation
Keynote,Select One or More Characters,Click in front of first character and drag,apple productivity selection,0,Select one or more characters,Keynote - Text Selection
Keynote,Click-Click,Select a Word,apple productivity selection,0,Select a word,Keynote - Text Selection
Keynote,Click-Click-Click,Select a Paragraph,apple productivity selection,0,Select a paragraph,Keynote - Text Selection
Keynote,Command-A,Select All Objects and Text,apple productivity selection,0,Select all objects and text,Keynote - Text Selection
Keynote,Shift-Command-A,Deselect All Objects and Text,apple productivity selection,0,Deselect all objects and text,Keynote - Text Selection
Keynote,Shift-Right Arrow,Extend Selection One Character Right,apple productivity selection,0,Extend the selection one character to the right,Keynote - Text Selection
Keynote,Shift-Left Arrow,Extend Selection One Character Left,apple productivity selection,0,Extend the selection one character to the left,Keynote - Text Selection
Keynote,Option-Shift-Left Arrow,Extend Selection to Beginning of Word,apple productivity selection,0,Extend the selection to the beginning of the current word,Keynote - Text Selection
Keynote,Shift-Command-Right Arrow,Extend Selection to End of Current Line,apple productivity selection,0,Extend the selection to the end of the current line,Keynote - Text Selection
Keynote,Shift-Command-Left Arrow,Extend Selection to Beginning of Current Line,apple productivity selection,0,Extend the selection to the beginning of the current line,Keynote - Text Selection
Keynote,Shift-Up Arrow,Extend Selection to Line Above,apple productivity selection,0,Extend the selection to the line above,Keynote - Text Selection
Keynote,Shift-Down Arrow,Extend Selection to Line Below,apple productivity selection,0,Extend the selection to the line below,Keynote - Text Selection
Keynote,Option-Shift-Up Arrow,Extend Selection to Beginning of Paragraph,apple productivity selection,0,Extend the selection to the beginning of the current paragraph,Keynote - Text Selection
Keynote,Option-Shift-Down Arrow,Extend Selection to End of Paragraph,apple productivity selection,0,Extend the selection to the end of the current paragraph,Keynote - Text Selection
