App,Shortcut,Name,Tags,Pinned,description,subcategory
macOS,Show/Hide Dock,Option-Command-D,macos dock,0,Show or hide the Dock.,Finder & System
macOS,Add Item to Sidebar,Control-Command-T,finder sidebar,0,Add the selected item to the sidebar (OS X Mavericks or later).,Finder & System
macOS,Hide/Show Path Bar (Finder),Option-Command-P,finder display,0,Hide or show the path bar in Finder windows.,Finder & System
macOS,Hide/Show Sidebar (Finder),Option-Command-S,finder display,0,Hide or show the Sidebar in Finder windows.,Finder & System
macOS,Hide/Show Status Bar (Finder),Command–Slash (/),finder display,0,Hide or show the status bar in Finder windows.,Finder & System
macOS,Show View Options,Command-J,finder display,0,Show View Options.,Finder & System
macOS,Open Connect to Server Window,Command-K,finder network,0,Open the Connect to Server window.,Finder & System
macOS,Make Alias of Selected Item,Control-Command-A,finder alias,0,Make an alias of the selected item.,Finder & System
macOS,Open New Finder Window,Command-N,finder window-management,0,Open a new Finder window.,Finder & System
macOS,Create New Smart Folder,Option-Command-N,finder folder-management,0,Create a new Smart Folder.,Finder & System
macOS,Show/Hide Tab Bar (Single Tab),Command-T,finder display,0,Show or hide the tab bar when a single tab is open in the current Finder window.,Finder & System
macOS,Show/Hide Toolbar (Single Tab),Option-Command-T,finder display,0,Show or hide the toolbar when a single tab is open in the current Finder window.,Finder & System
macOS,Move Files from Clipboard,Option-Command-V,finder clipboard,0,Move the files in the Clipboard from their original location to the current location.,Finder & System
macOS,Quick Look Selected Files,Command-Y,finder quick-look preview,0,Use Quick Look to preview the selected files.,Finder & System
macOS,Quick Look Slideshow,Option-Command-Y,finder quick-look slideshow,0,View a Quick Look slideshow of the selected files.,Finder & System
macOS,View as Icons,Command-1,finder view,0,View the items in the Finder window as icons.,Finder & System
macOS,View as List,Command-2,finder view,0,View the items in a Finder window as a list.,Finder & System
macOS,View as Columns,Command-3,finder view,0,View the items in a Finder window in columns.,Finder & System
macOS,View as Gallery,Command-4,finder view,0,View the items in a Finder window in a gallery.,Finder & System
macOS,Go to Previous Folder,Command–Left Bracket ([),finder navigation,0,Go to the previous folder.,Finder & System
macOS,Go to Next Folder,Command–Right Bracket (]),finder navigation,0,Go to the next folder.,Finder & System
macOS,Open Parent Folder,Command–Up Arrow,finder navigation,0,Open the folder that contains the current folder.,Finder & System
macOS,Open Parent Folder in New Window,Control–Command–Up Arrow,finder navigation,0,Open the folder that contains the current folder in a new window.,Finder & System
macOS,Open Selected Item,Command–Down Arrow,finder file-management,0,Open the selected item.,Finder & System
macOS,Open Selected Folder (List View),Right Arrow,finder navigation,0,Open the selected folder. This works only when in list view.,Finder & System
macOS,Close Selected Folder (List View),Left Arrow,finder navigation,0,Close the selected folder. This works only when in list view.,Finder & System
macOS,Move Selected Item to Trash,Command-Delete,finder trash,0,Move the selected item to the Trash.,Finder & System
macOS,Empty Trash,Shift-Command-Delete,finder trash,0,Empty the Trash.,Finder & System
macOS,Empty Trash (No Confirmation),Option-Shift-Command-Delete,finder trash,0,Empty the Trash without confirmation dialog.,Finder & System
macOS,Toggle Video Mirroring,Command–Brightness Down,macos display,0,Turn video mirroring on or off when your Mac is connected to more than one display.,Finder & System
macOS,Open Displays Settings,Option–Brightness Up,macos display settings,0,Open Displays settings. This works with either Brightness key.,Finder & System
macOS,Open Mission Control Settings,Option–Mission Control,macos mission-control settings,0,Open Mission Control settings.,Finder & System
macOS,Show Desktop,Command–Mission Control or Fn-H or Fn-F11,macos desktop,0,Show the desktop.,Finder & System
macOS,Open Mission Control,Control–Up Arrow,macos mission-control,0,Open Mission Control.,Finder & System
macOS,Show All Windows of Front App,Control–Down Arrow,macos window-management,0,Show all windows of the front app.,Finder & System
macOS,Open Sound Settings,Option–Volume Up,macos audio settings,0,Open Sound settings. This works with any of the volume keys.,Finder & System
macOS,Adjust Sound Volume (Smaller Steps),Option–Shift–Volume Up or Option–Shift–Volume Down,macos audio,0,Adjust the sound volume in smaller steps.,Finder & System
macOS,Open Keyboard Settings,Option–Keyboard Brightness Up,macos keyboard settings,0,Open Keyboard settings. This works with either Keyboard Brightness key.,Finder & System
macOS,Adjust Keyboard Brightness (Smaller Steps),Option–Shift–Keyboard Brightness Up or Option–Shift–Keyboard Brightness Down,macos keyboard,0,Adjust the keyboard brightness in smaller steps.,Finder & System
macOS,Open Folder in New Tab/Window,Command key while double-clicking,finder file-management,0,Open a folder in a separate tab or window.,Finder & System
macOS,Copy Dragged Item,Option key while dragging,finder file-management,0,Copy the dragged item. The pointer changes while you drag the item.,Finder & System
macOS,Make Alias of Dragged Item,Option-Command while dragging,finder file-management,0,Make an alias of the dragged item. The pointer changes while you drag the item.,Finder & System
macOS,Open All Folders Within Selected Folder,Option-click a disclosure triangle,finder navigation,0,Open all folders within the selected folder. This works only when in list view.,Finder & System
macOS,See Parent Folders (Window Title),Command-click a window title,finder navigation,0,See the folders that contain the current folder.,Finder & System
macOS,Select Multiple Items,Command or Shift while selecting an item,finder selection,0,Select multiple items in the Finder.,Finder & System
macOS,Show/Hide Control Center,Fn-C,macos control-center,0,Show or hide Control Center.,Finder & System
macOS,Start/Stop Dictation,Fn-D,macos dictation,0,Start or stop dictation. You may be able to set a different dictation shortcut in Keyboard settings.,Finder & System
macOS,Show/Hide Notification Center,Fn-N,macos notifications,0,Show or hide Notification Center.,Finder & System
macOS,Show/Hide Launchpad,Fn-Shift-A,macos launchpad,0,Show or hide Launchpad.,Finder & System
macOS,Open Character Viewer (Fn-Fn),Fn-Fn,macos text-work symbols,0,Open the Character Viewer.,Finder & System
macOS,Open/Close Type to Siri,Command + Command (press twice),macos siri,0,Open or close Type to Siri.,Finder & System
macOS,Add Web Link,Command-K,macos text-editing,0,Add a web link.,Text-editing
macOS,Show/Hide Fonts Window,Command-T,macos text-editing,0,Show or hide the Fonts window.,Text-editing
macOS,Select Desktop Folder (Open/Save Dialog),Command-D,macos text-editing,0,Select the Desktop folder from within an Open dialog or Save dialog.,Text-editing
macOS,Show/Hide Word Definition,Control-Command-D,macos text-editing,0,Show or hide the definition of the selected word.,Text-editing
macOS,Show Spelling and Grammar Window,Shift-Command-Colon (:),macos text-editing,0,Show the Spelling and Grammar window.,Text-editing
macOS,Find Misspelled Words,Command-Semicolon (;),macos text-editing,0,Find misspelled words in the document.,Text-editing
macOS,Delete Word to Left,Option-Delete,macos text-editing,0,Delete the word to the left of the insertion point.,Text-editing
macOS,Delete Character to Left,Control-H,macos text-editing,0,Delete the character to the left of the insertion point.,Text-editing
macOS,Delete Character to Right,Control-D,macos text-editing,0,Delete the character to the right of the insertion point.,Text-editing
macOS,Forward Delete,Fn-Delete,macos text-editing,0,Forward delete on keyboards that don't have a Forward Delete key.,Text-editing
macOS,Delete to End of Line/Paragraph,Control-K,macos text-editing,0,Delete the text between the insertion point and the end of the line or paragraph.,Text-editing
macOS,Scroll Up One Page,Fn–Up Arrow,macos text-editing,0,Scroll up one page.,Text-editing
macOS,Scroll Down One Page,Fn–Down Arrow,macos text-editing,0,Scroll down one page.,Text-editing
macOS,Scroll to Beginning of Document,Fn–Left Arrow,macos text-editing,0,Scroll to the beginning of a document.,Text-editing
macOS,Scroll to End of Document,Fn–Right Arrow,macos text-editing,0,Scroll to the end of a document.,Text-editing
macOS,Move Insertion Point to Document Beginning,Command–Up Arrow,macos text-editing,0,Move the insertion point to the beginning of the document.,Text-editing
macOS,Move Insertion Point to Document End,Command–Down Arrow,macos text-editing,0,Move the insertion point to the end of the document.,Text-editing
macOS,Move Insertion Point to Line Beginning,Command–Left Arrow,macos text-editing,0,Move the insertion point to the beginning of the current line.,Text-editing
macOS,Move Insertion Point to Line End,Command–Right Arrow,macos text-editing,0,Move the insertion point to the end of the current line.,Text-editing
macOS,Move Insertion Point to Previous Word Beginning,Option–Left Arrow,macos text-editing,0,Move the insertion point to the beginning of the previous word.,Text-editing
macOS,Move Insertion Point to Next Word End,Option–Right Arrow,macos text-editing,0,Move the insertion point to the end of the next word.,Text-editing
macOS,Select Text to Document Beginning,Shift–Command–Up Arrow,macos text-editing,0,Select the text between the insertion point and the beginning of the document.,Text-editing
macOS,Select Text to Document End,Shift–Command–Down Arrow,macos text-editing,0,Select the text between the insertion point and the end of the document.,Text-editing
macOS,Select Text to Line Beginning,Shift–Command–Left Arrow,macos text-editing,0,Select the text between the insertion point and the beginning of the current line.,Text-editing
macOS,Select Text to Line End,Shift–Command–Right Arrow,macos text-editing,0,Select the text between the insertion point and the end of the current line.,Text-editing
macOS,Extend Selection Up One Line,Shift–Up Arrow,macos text-editing,0,Extend text selection to the nearest character at the same horizontal location on the line above.,Text-editing
macOS,Extend Selection Down One Line,Shift–Down Arrow,macos text-editing,0,Extend text selection to the nearest character at the same horizontal location on the line below.,Text-editing
macOS,Extend Selection Left One Character,Shift–Left Arrow,macos text-editing,0,Extend text selection one character to the left.,Text-editing
macOS,Extend Selection Right One Character,Shift–Right Arrow,macos text-editing,0,Extend text selection one character to the right.,Text-editing
macOS,Move to Line/Paragraph Beginning,Control-A,macos text-editing,0,Move to the beginning of the line or paragraph.,Text-editing
macOS,Move to Line/Paragraph End,Control-E,macos text-editing,0,Move to the end of a line or paragraph.,Text-editing
macOS,Move One Character Forward,Control-F,macos text-editing,0,Move one character forward.,Text-editing
macOS,Move One Character Backward,Control-B,macos text-editing,0,Move one character backward.,Text-editing
macOS,Center Cursor/Selection,Control-L,macos text-editing,0,Center the cursor or selection in the visible area.,Text-editing
macOS,Move Up One Line,Control-P,macos text-editing,0,Move up one line.,Text-editing
macOS,Move Down One Line,Control-N,macos text-editing,0,Move down one line.,Text-editing
macOS,Insert New Line After Insertion Point,Control-O,macos text-editing,0,Insert a new line after the insertion point.,Text-editing
macOS,Swap Characters,Control-T,macos text-editing,0,Swap the character behind the insertion point with the character in front of the insertion point.,Text-editing
macOS,Left Align Text,Command–Left Curly Bracket ({),macos text-editing,0,Left align.,Text-editing
macOS,Right Align Text,Command–Right Curly Bracket (}),macos text-editing,0,Right align.,Text-editing
macOS,Center Align Text,Shift–Command–Vertical bar (|),macos text-editing,0,Center align.,Text-editing
macOS,Go to Search Field,Option-Command-F,macos text-editing,0,Go to the search field.,Text-editing
macOS,Show/Hide Toolbar (App),Option-Command-T,macos app-interface,0,Show or hide a toolbar in the app.,Text-editing
macOS,Copy Style,Option-Command-C,macos text-editing,0,Copy Style: Copy the formatting settings of the selected item to the Clipboard.,Text-editing
macOS,Paste Style,Option-Command-V,macos text-editing,0,Paste Style: Apply the copied style to the selected item.,Text-editing
macOS,Paste and Match Style,Option-Shift-Command-V,macos text-editing,0,Paste and Match Style: Apply the style of the surrounding content to the item pasted within that content.,Text-editing
macOS,Show/Hide Inspector Window,Option-Command-I,macos app-interface,0,Show or hide the inspector window.,Text-editing
macOS,Page Setup,Shift-Command-P,macos printing,0,Page setup: Show a window for selecting document settings.,Text-editing
macOS,Decrease Selected Item Size,Shift–Command–Minus sign (-),macos text-editing,0,Decrease the size of the selected item.,Text-editing
macOS,Increase Selected Item Size,Shift–Command–Plus sign (+),macos text-editing,0,Increase the size of the selected item. Command–Equal sign (=) performs the same function.,Text-editing
macOS,Open Help Menu,Shift–Command–Question mark (?),macos help,0,Open the Help menu.,Text-editing
macOS,Invert Colors,Control-Option-Command-8,macos accessibility vision,0,Invert colors.,Accessibility - Vision
macOS,Increase Contrast,Control-Option-Command-Period (. ),macos accessibility vision,0,Increase contrast.,Accessibility - Vision
macOS,Move Focus to Menu Bar,Control-F2 or Fn-Control-F2,macos accessibility keyboard-focus,0,Move focus to the menu bar.,Accessibility - Keyboard Focus
macOS,Move Focus to Dock,Control-F3 or Fn-Control-F3,macos accessibility keyboard-focus,0,Move focus to the Dock.,Accessibility - Keyboard Focus
macOS,Move Focus to Active/Next Window,Control-F4 or Fn-Control-F4,macos accessibility keyboard-focus,0,Move focus to the active window or next window.,Accessibility - Keyboard Focus
macOS,Move Focus to Window Toolbar,Control-F5 or Fn-Control-F5,macos accessibility keyboard-focus,0,Move focus to the window toolbar.,Accessibility - Keyboard Focus
macOS,Move Focus to Floating Window,Control-F6 or Fn-Control-F6,macos accessibility keyboard-focus,0,Move focus to the floating window.,Accessibility - Keyboard Focus
macOS,Move Focus to Previous Panel,Control-Shift-F6,macos accessibility keyboard-focus,0,Move focus to the previous panel.,Accessibility - Keyboard Focus
macOS,Move Focus to Status Menu,Control-F8 or Fn-Control-F8,macos accessibility keyboard-focus,0,Move focus to the status menu in the menu bar.,Accessibility - Keyboard Focus
macOS,Activate Next Open Window (Front App),Command–Grave accent (`),macos accessibility keyboard-focus,0,Activate the next open window in the front app.,Accessibility - Keyboard Focus
macOS,Activate Previous Open Window (Front App),Shift–Command–Grave accent (`),macos accessibility keyboard-focus,0,Activate the previous open window in the front app.,Accessibility - Keyboard Focus
macOS,Move Focus to Window Drawer,Option–Command–Grave accent (`),macos accessibility keyboard-focus,0,Move the focus to the window drawer.,Accessibility - Keyboard Focus
macOS,Move to Next Control,Tab,macos accessibility keyboard-focus,0,Move to next control.,Accessibility - Keyboard Focus
macOS,Move to Previous Control,Shift-Tab,macos accessibility keyboard-focus,0,Move to previous control.,Accessibility - Keyboard Focus
macOS,Move to Next Control (Text Field Selected),Control-Tab,macos accessibility keyboard-focus,0,Move to the next control when a text field is selected.,Accessibility - Keyboard Focus
macOS,Move to Previous Grouping of Controls,Control-Shift-Tab,macos accessibility keyboard-focus,0,Move to the previous grouping of controls.,Accessibility - Keyboard Focus
macOS,Move to Control Adjacent to Text Field,Control–Arrow keys,macos accessibility keyboard-focus,0,Move to a control adjacent to the text field.,Accessibility - Keyboard Focus
Find My,Switch to People List,Command-1,macos find-my sidebar,0,Switch to the People list,Find My - Sidebar
Find My,Switch to Devices List,Command-2,macos find-my sidebar,0,Switch to the Devices list,Find My - Sidebar
Find My,Switch to Items List,Command-3,macos find-my sidebar,0,Switch to the Items list,Find My - Sidebar
Find My,Rotate Map,Click and hold the compass while you drag,macos find-my map,0,Rotate the map,Find My - Map
Find My,Zoom In (Map),Double-click the map or Command-Plus Sign (+),macos find-my map,0,Zoom in,Find My - Map
Find My,Zoom Out (Map),Command-Minus Sign (-),macos find-my map,0,Zoom out,Find My - Map
Find My,Share My Location,Shift-Command-L,macos find-my general,0,Share My Location,Find My - General
Find My,Hide Find My,Command-H,macos find-my general,0,Hide Find My,Find My - General
Find My,Hide Everything Except Find My,Option-Command-H,macos find-my general,0,Hide everything except Find My,Find My - General
Find My,Quit Find My,Command-Q,macos find-my general,0,Quit Find My,Find My - General
Find My,Close Find My Window,Command-W,macos find-my general,0,Close the Find My window,Find My - General
Find My,Minimize Window,Command-M,macos find-my general,0,Minimize a window,Find My - General
Find My,Enter or Exit Full-screen View,Control-Command-F,macos find-my general,0,Enter or exit full-screen view,Find My - General
Calendar,Go to Today's Date,Command-T,macos calendar navigation,0,Go to today’s date,Calendar - Navigation
Calendar,Go to Specific Date,Shift-Command-T,macos calendar navigation,0,Go to a specific date,Calendar - Navigation
Calendar,Switch to Day View,Command-1,macos calendar view,0,Switch to Day view,Calendar - View
Calendar,Switch to Week View,Command-2,macos calendar view,0,Switch to Week view,Calendar - View
Calendar,Switch to Month View,Command-3,macos calendar view,0,Switch to Month view,Calendar - View
Calendar,Switch to Year View,Command-4,macos calendar view,0,Switch to Year view,Calendar - View
Calendar,Switch to Full-Screen View,Control-Command-F,macos calendar view,0,Switch to full-screen view,Calendar - View
Calendar,Exit Full-Screen View,Escape,macos calendar view,0,Exit full-screen view,Calendar - View
Calendar,Make Text Bigger,Command-Plus Sign (+),macos calendar text-size,0,Make text bigger,Calendar - Text Size
Calendar,Make Text Smaller,Command-Minus Sign (–),macos calendar text-size,0,Make text smaller,Calendar - Text Size
Calendar,Refresh All Calendars,Command-R,macos calendar sync,0,Refresh all calendars,Calendar - Calendars
Calendar,Select/Deselect Calendar Checkbox,Space bar (with calendar list open),macos calendar selection,0,Select or deselect the checkbox next to the selected calendar,Calendar - Calendars
Calendar,Select/Deselect All Calendar Checkboxes,Command-click any calendar’s checkbox,macos calendar selection,0,Select or deselect all the checkboxes next to calendars in the Calendar list,Calendar - Calendars
Calendar,Select Calendar and Deselect Others,Option-Command-click any calendar’s checkbox,macos calendar selection,0,Select the checkbox next to the selected calendar and deselect all other checkboxes,Calendar - Calendars
Calendar,Add New Calendar Group,Shift-Command-N,macos calendar organization,0,Add a new calendar group,Calendar - Calendars
Calendar,Add New Subscribed Calendar,Option-Command-S,macos calendar organization,0,Add a new subscribed calendar,Calendar - Calendars
Calendar,Add New Event,Command-N,macos calendar events,0,Add a new event,Calendar - Events
Calendar,Edit Selected Event,Command-E,macos calendar events,0,Edit the selected event,Calendar - Events
Calendar,Edit Selected Event in Inspector,Option-Command-I,macos calendar events,0,Edit the selected event in the inspector window,Calendar - Events
Calendar,Go to Next Field (Event Open),Tab (while an event is open),macos calendar navigation,0,Go to the next field,Calendar - Events
Calendar,Go to Previous Field (Event Open),Shift-Tab (while an event is open),macos calendar navigation,0,Go to the previous field,Calendar - Events
Calendar,Close Event Editor,Return or Escape (while an event is open),macos calendar events,0,Close the event editor,Calendar - Events
Calendar,Select Next Event,Tab,macos calendar events,0,Select the next event,Calendar - Events
Calendar,Select Previous Event,Shift-Tab,macos calendar events,0,Select the previous event,Calendar - Events
Calendar,Select Next or Previous Event,Arrow keys,macos calendar events,0,Select the next or previous event,Calendar - Events
Calendar,Search for Events,Command-F,macos calendar search,0,Search for events,Calendar - Events
Calendar,Move Event 15 Minutes Earlier (Day/Week View),Control-Option–Up Arrow,macos calendar events,0,Move the selected event 15 minutes earlier (in Day or Week view),Calendar - Events
Calendar,Move Event One Week Earlier (Month View),Control-Option–Up Arrow,macos calendar events,0,Move the selected event one week earlier (in Month view),Calendar - Events
Calendar,Move Event 15 Minutes Later (Day/Week View),Control-Option–Down Arrow,macos calendar events,0,Move the selected event 15 minutes later (in Day or Week view),Calendar - Events
Calendar,Move Event One Week Later (Month View),Control-Option–Down Arrow,macos calendar events,0,Move the selected event one week later (in Month view),Calendar - Events
Calendar,Move Event One Day Later (Week/Month View),Control-Option–Right Arrow,macos calendar events,0,Move the selected event one day later (in Week or Month view),Calendar - Events
Calendar,Move Event One Day Earlier (Week/Month View),Control-Option–Left Arrow,macos calendar events,0,Move the selected event one day earlier (in Week or Month view),Calendar - Events
Calendar,Show Information for Calendar/Event,Command-I,macos calendar information,0,Show information for a calendar or event,Calendar - Events
Calendar,Print Selected Events/Time Range,Command-P,macos calendar printing,0,Print the selected events or events in a time range,Calendar - Events
Calendar,Show/Hide Availability Panel,Shift-Command-A,macos calendar events,0,Show or hide the Availability panel,Calendar - Events
Calendar,Open Calendar Settings,Command-comma,macos calendar settings,0,Open Calendar settings,Calendar - Settings
App Store,Display Discover Apps,Command-1,macos app-store navigation,0,Display Discover apps,App Store
App Store,Display Arcade Apps,Command-2,macos app-store navigation,0,Display Arcade apps,App Store
App Store,Display Create Apps,Command-3,macos app-store navigation,0,Display Create apps,App Store
App Store,Display Work Apps,Command-4,macos app-store navigation,0,Display Work apps,App Store
App Store,Display Play Apps,Command-5,macos app-store navigation,0,Display Play apps,App Store
App Store,Display Develop Apps,Command-6,macos app-store navigation,0,Display Develop apps,App Store
App Store,Display Categories Apps,Command-7,macos app-store navigation,0,Display Categories apps,App Store
App Store,Display Updates,Command-8,macos app-store navigation,0,Display Updates,App Store
App Store,Search for an App,Command-F,macos app-store search,0,Search for an app,App Store
App Store,Refresh Current Page,Command-R,macos app-store refresh,0,Refresh the current page,App Store
App Store,Go to Previous Page,Command-Left bracket ([),macos app-store navigation,0,Go to the previous page,App Store
Keynote,Start Dictation,Fn-D,apple productivity dictation,0,Start dictation,Keynote - General
Keynote,Open Theme Chooser,Command-N,apple productivity presentation,0,Open the theme chooser,Keynote - General
Keynote,Open Theme Chooser & Show Language Pop-up,Option-Command-N,apple productivity presentation,0,Open the theme chooser and show the Language pop-up menu,Keynote - General
Keynote,Close Theme Chooser,Esc,apple productivity presentation,0,Close the theme chooser,Keynote - General
Keynote,Open Existing Presentation,Command-O,apple productivity file-management,0,Open an existing presentation,Keynote - General
Keynote,Save Presentation,Command-S,apple productivity file-management,0,Save a presentation,Keynote - General
Keynote,Save As,Option-Shift-Command-S,apple productivity file-management,0,Save as,Keynote - General
Keynote,Duplicate Presentation,Shift-Command-S,apple productivity file-management,0,Duplicate a presentation,Keynote - General
Keynote,Print Presentation,Command-P,apple productivity printing,0,Print a presentation,Keynote - General
Keynote,Open Keynote User Guide,Shift-Command-Question Mark (?),apple productivity help,0,Open the Keynote User Guide,Keynote - General
Keynote,Close All Windows,Option-Command-W,apple productivity window-management,0,Close all windows,Keynote - General
Keynote,Minimize All Windows,Option-Command-M,apple productivity window-management,0,Minimize all windows,Keynote - General
Keynote,Enter Full-screen View,Control-Command-F,apple productivity view,0,Enter full-screen view,Keynote - General
Keynote,Zoom to Fit Content,Option-Shift-Command-0,apple productivity zoom,0,Zoom to fit content (including objects on the extended canvas) in the window,Keynote - General
Keynote,Fit Slide in Window,Option-Command-0,apple productivity zoom,0,Fit slide in the window,Keynote - General
Keynote,Return to Actual Size,Command-0,apple productivity zoom,0,Return to actual size,Keynote - General
Keynote,Show Presentation Rulers,Command-R,apple productivity display,0,Show the presentation rulers,Keynote - General
Keynote,Choose File to Insert,Shift-Command-V,apple productivity file-management,0,Choose a file to insert,Keynote - General
Keynote,Show Colors Window,Shift-Command-C,apple productivity interface,0,Show the Colors window,Keynote - General
Keynote,Hide or Show Toolbar,Option-Command-T,apple productivity interface,0,Hide or show the toolbar,Keynote - General
Keynote,Rearrange Item in Toolbar,Command-drag,apple productivity interface,0,Rearrange an item in the toolbar,Keynote - General
Keynote,Remove Item from Toolbar,Command-drag away from the toolbar,apple productivity interface,0,Remove an item from the toolbar,Keynote - General
Keynote,Hide or Show Inspector Sidebars,Option-Command-I,apple productivity interface,0,Hide or show inspector sidebars,Keynote - General
Keynote,Hide or Show Object List,Shift-Command-L,apple productivity interface,0,Hide or show the object list,Keynote - General
Keynote,Select All Object Types (Object List Filter),Command-A,apple productivity selection,0,Select all object types in the object list filter menu,Keynote - General
Keynote,Deselect All Object Types (Object List Filter),Shift-Command-A,apple productivity selection,0,Deselect all object types in the object list filter menu,Keynote - General
Keynote,Open Next Tab in Sidebar,Control-Grave (`),apple productivity navigation,0,Open the next tab in the sidebar,Keynote - General
Keynote,Open Previous Tab in Sidebar,Shift-Control-Grave (`),apple productivity navigation,0,Open the previous tab in the sidebar,Keynote - General
Keynote,Enter or Exit Edit Slide Layouts View,Shift-Command-E,apple productivity layout,0,Enter or exit Edit Slide Layouts view,Keynote - General
Keynote,Add New Slide Layout (from Edit View),Shift-Command-N,apple productivity layout,0,Add a new slide layout (from Edit Slide Layouts view),Keynote - General
Keynote,Hide Keynote,Command-H,apple productivity app-management,0,Hide Keynote,Keynote - General
Keynote,Hide Other Windows,Option-Command-H,apple productivity app-management,0,Hide other windows,Keynote - General
Keynote,Undo Last Action,Command-Z,apple productivity undo,0,Undo the last action,Keynote - General
Keynote,Redo Last Action,Shift-Command-Z,apple productivity redo,0,Redo the last action,Keynote - General
Keynote,Quit Keynote,Command-Q,apple productivity app-management,0,Quit Keynote,Keynote - General
Keynote,Quit Keynote & Keep Windows Open,Option-Command-Q,apple productivity app-management,0,Quit Keynote and keep windows open,Keynote - General
Keynote,Move One Character to Left,Left Arrow,apple productivity text-editing,0,Move one character to the left,Keynote - Text Movement
Keynote,Move One Character to Right,Right Arrow,apple productivity text-editing,0,Move one character to the right,Keynote - Text Movement
Keynote,Move to Line Above,Up Arrow,apple productivity text-editing,0,Move to the line above,Keynote - Text Movement
Keynote,Move to Line Below,Down Arrow,apple productivity text-editing,0,Move to the line below,Keynote - Text Movement
Keynote,Move to Beginning of Current/Previous Word,Option-Left Arrow or Control-Option-B,apple productivity text-editing,0,Move to the beginning of the current or previous word,Keynote - Text Movement
Keynote,Move to End of Current/Next Word,Option-Right Arrow or Control-Option-F,apple productivity text-editing,0,Move to the end of the current or next word,Keynote - Text Movement
Keynote,Move to Beginning of Current Text Area,Command-Up Arrow,apple productivity text-editing,0,Move to the beginning of the current text area,Keynote - Text Movement
Keynote,Move to Bottom of Current Text Area,Command-Down Arrow,apple productivity text-editing,0,Move to the bottom of the current text area,Keynote - Text Movement
Keynote,Move to Beginning of Current Line,Command-Left Arrow,apple productivity text-editing,0,Move to the beginning of the current line,Keynote - Text Movement
Keynote,Move to End of Current Line,Command-Right Arrow,apple productivity text-editing,0,Move to the end of the current line,Keynote - Text Movement
Keynote,Move to Beginning of Current Paragraph,Option-Up Arrow,apple productivity text-editing,0,Move to the beginning of the current paragraph,Keynote - Text Movement
Keynote,Move to End of Current Paragraph,Option-Down Arrow,apple productivity text-editing,0,Move to the end of the current paragraph,Keynote - Text Movement
Keynote,Find Selected Item in Presentation,Command-E,apple productivity search,0,Find the selected item in the presentation,Keynote - Text Movement
Keynote,Jump to Selection in Presentation,Command-J,apple productivity navigation,0,Jump to a selection in a presentation,Keynote - Text Movement
Keynote,Scroll to Beginning of Slide,Home or Fn-Up Arrow,apple productivity navigation,0,Scroll to the beginning of the slide,Keynote - Slide Navigation
Keynote,Scroll to End of Slide,End or Fn-Down Arrow,apple productivity navigation,0,Scroll to the end of the slide,Keynote - Slide Navigation
Keynote,Center Insertion Point in App Window,Control-L,apple productivity text-editing,0,Center the insertion point in the app window,Keynote - Text Movement
Keynote,Move to Next Slide,Fn-Down Arrow or Page Down,apple productivity navigation,0,Move to the next slide,Keynote - Slide Navigation
Keynote,Move to Previous Slide,Fn-Up Arrow or Page Up,apple productivity navigation,0,Move to the previous slide,Keynote - Slide Navigation
Keynote,Move to First Slide,Fn-Left Arrow or Home,apple productivity navigation,0,Move to the first slide,Keynote - Slide Navigation
Keynote,Move to Last Slide,Fn-Right Arrow or End,apple productivity navigation,0,Move to the last slide,Keynote - Slide Navigation
Keynote,Go to Specific Slide,Control-Command-G,apple productivity navigation,0,Go to a specific slide,Keynote - Slide Navigation
Keynote,Select One or More Characters,Click in front of first character and drag,apple productivity selection,0,Select one or more characters,Keynote - Text Selection
Keynote,Select a Word,Click-Click,apple productivity selection,0,Select a word,Keynote - Text Selection
Keynote,Select a Paragraph,Click-Click-Click,apple productivity selection,0,Select a paragraph,Keynote - Text Selection
Keynote,Select All Objects and Text,Command-A,apple productivity selection,0,Select all objects and text,Keynote - Text Selection
Keynote,Deselect All Objects and Text,Shift-Command-A,apple productivity selection,0,Deselect all objects and text,Keynote - Text Selection
Keynote,Extend Selection One Character Right,Shift-Right Arrow,apple productivity selection,0,Extend the selection one character to the right,Keynote - Text Selection
Keynote,Extend Selection One Character Left,Shift-Left Arrow,apple productivity selection,0,Extend the selection one character to the left,Keynote - Text Selection
Keynote,Extend Selection to Beginning of Word,Option-Shift-Left Arrow,apple productivity selection,0,Extend the selection to the beginning of the current word,Keynote - Text Selection
Keynote,Extend Selection to End of Current Line,Shift-Command-Right Arrow,apple productivity selection,0,Extend the selection to the end of the current line,Keynote - Text Selection
Keynote,Extend Selection to Beginning of Current Line,Shift-Command-Left Arrow,apple productivity selection,0,Extend the selection to the beginning of the current line,Keynote - Text Selection
Keynote,Extend Selection to Line Above,Shift-Up Arrow,apple productivity selection,0,Extend the selection to the line above,Keynote - Text Selection
Keynote,Extend Selection to Line Below,Shift-Down Arrow,apple productivity selection,0,Extend the selection to the line below,Keynote - Text Selection
Keynote,Extend Selection to Beginning of Paragraph,Option-Shift-Up Arrow,apple productivity selection,0,Extend the selection to the beginning of the current paragraph,Keynote - Text Selection
Keynote,Extend Selection to End of Paragraph,Option-Shift-Down Arrow,apple productivity selection,0,Extend the selection to the end of the current paragraph,Keynote - Text Selection
